  #   |                Station                 |    Station Code    |     Arr.      |     Depr.     |   Stop(Min)   |      Distance      |   Day    
  1   |           Amritsar Junction            |        ASR         |     Start     |     05:55     |       -       |        0 KM        |    1     
  2   |            Jalandhar City              |        JUC         |     07:05     |     07:10     |     5:00      |       79 KM        |    1     
  3   |           Ludhiana Junction            |        LDH         |     08:05     |     08:15     |     10:00     |       136 KM       |    1     
  4   |         Ambala Cant Junction           |        UMB         |     10:05     |     10:15     |     10:00     |       250 KM       |    1     
  5   |              Saharanpur                |        SRE         |     11:35     |     11:45     |     10:00     |       331 KM       |    1     
  6   |               Moradabad                |         MB         |     14:40     |     14:55     |     15:00     |       523 KM       |    1     
  7   |              Lucknow Nr                |        LKO         |     20:05     |     20:15     |     10:00     |       849 KM       |    1     
  8   |           Varanasi Junction            |        BSB         |     01:05     |     01:10     |     5:00      |      1132 KM       |    2     
  9   |         Mughal Sarai Junction          |        MGS         |     02:10     |     02:20     |     10:00     |      1149 KM       |    2     
  10  |             Gaya Junction              |        GAYA        |     04:40     |     04:45     |     5:00      |      1352 KM       |    2     
  11  |               Parasnath                |        PNME        |     06:37     |     06:39     |     2:00      |      1503 KM       |    2     
  12  |           Dhanbad Junction             |        DHN         |     07:25     |     07:30     |     5:00      |      1551 KM       |    2     
  13  |           Asansol Junction             |        ASN         |     08:23     |     08:25     |     2:00      |      1609 KM       |    2     
  14  |                Kolkata                 |        KOAA        |     11:20     |     Ends      |       -       |      1812 KM       |    2     
