  #   |                Station                 |    Station Code    |     Arr.      |     Depr.     |   Stop(Min)   |      Distance      |   Day    
  1   |             Pune Junction              |        PUNE        |     Start     |     19:55     |       -       |        0 KM        |    1     
  2   |            Daund Junction              |         DD         |     21:05     |     21:10     |     5:00      |       76 KM        |    1     
  3   |               Kurduvadi                |        KWV         |     22:55     |     23:00     |     5:00      |       185 KM       |    1     
  4   |               Usmanabad                |        UMD         |     00:42     |     00:45     |     3:00      |       259 KM       |    2     
  5   |                 Latur                  |        LUR         |     02:30     |     02:35     |     5:00      |       338 KM       |    2     
  6   |              Latur Road                |        LTRR        |     03:20     |     03:40     |     20:00     |       371 KM       |    2     
  7   |            Parli Vaijnath              |        PRLI        |     05:40     |     06:05     |     25:00     |       434 KM       |    2     
  8   |           Parbhani Junction            |        PBN         |     07:28     |     07:30     |     2:00      |       498 KM       |    2     
  9   |            Purna Junction              |        PAU         |     08:05     |     08:10     |     5:00      |       526 KM       |    2     
  10  |                Nanded                  |        NED         |     09:25     |     Ends      |       -       |       557 KM       |    2     
