  #   |                Station                 |    Station Code    |     Arr.      |     Depr.     |   Stop(Min)   |      Distance      |   Day    
  1   |          Coimbatore Junction           |        CBE         |     Start     |     06:00     |       -       |        0 KM        |    1     
  2   |               Tiruppur                 |        TUP         |     06:43     |     06:45     |     2:00      |       51 KM        |    1     
  3   |            Erode Junction              |         ED         |     07:25     |     07:30     |     5:00      |       101 KM       |    1     
  4   |            Salem Junction              |         SA         |     08:20     |     08:25     |     5:00      |       164 KM       |    1     
  5   |           Katpadi Junction             |        KPD         |     11:20     |     11:22     |     2:00      |       367 KM       |    1     
  6   |                Chittor                 |        CTO         |     11:56     |     11:57     |     1:00      |       400 KM       |    1     
  7   |            Pakala Junction             |        PAK         |     12:31     |     12:32     |     1:00      |       430 KM       |    1     
  8   |               Tirupati                 |        TPTY        |     13:40     |     Ends      |       -       |       472 KM       |    1     
