  #   |                Station                 |    Station Code    |     Arr.      |     Depr.     |   Stop(Min)   |      Distance      |   Day    
  1   |             Pune Junction              |        PUNE        |     Start     |     17:20     |       -       |        0 KM        |    1     
  2   |                 Uruli                  |        URI         |     17:45     |     17:47     |     2:00      |       29 KM        |    1     
  3   |            Daund Junction              |         DD         |     18:35     |     18:50     |     15:00     |       76 KM        |    1     
  4   |              Ahmadnagar                |        ANG         |     20:22     |     20:25     |     3:00      |       160 KM       |    1     
  5   |                Belapur                 |        BAP         |     21:23     |     21:25     |     2:00      |       227 KM       |    1     
  6   |               Kopargaon                |        KPG         |     22:13     |     22:15     |     2:00      |       271 KM       |    1     
  7   |            Manmad Junction             |        MMR         |     23:20     |     23:30     |     10:00     |       313 KM       |    1     
  8   |               Nandgaon                 |        NGN         |     23:53     |     23:55     |     2:00      |       338 KM       |    1     
  9   |          Chalisgaon Junction           |        CSN         |     00:33     |     00:35     |     2:00      |       380 KM       |    2     
  10  |           Pachora Junction             |         PC         |     01:08     |     01:10     |     2:00      |       425 KM       |    2     
  11  |           Jalgaon Junction             |         JL         |     01:38     |     01:40     |     2:00      |       473 KM       |    2     
  12  |           Bhusaval Junction            |        BSL         |     02:05     |     02:15     |     10:00     |       497 KM       |    2     
  13  |               Burhanpur                |        BAU         |     02:58     |     03:00     |     2:00      |       551 KM       |    2     
  14  |                Khandwa                 |        KNW         |     04:25     |     04:30     |     5:00      |       620 KM       |    2     
  15  |               Chhanera                 |        CAER        |     05:02     |     05:04     |     2:00      |       665 KM       |    2     
  16  |                 Harda                  |         HD         |     05:47     |     05:49     |     2:00      |       728 KM       |    2     
  17  |                Timarni                 |        TBN         |     06:04     |     06:05     |     1:00      |       742 KM       |    2     
  18  |               Banapura                 |        BPF         |     06:28     |     06:30     |     2:00      |       770 KM       |    2     
  19  |            Itarsi Junction             |         ET         |     07:10     |     07:15     |     5:00      |       804 KM       |    2     
  20  |              Hoshangabad               |        HBD         |     07:33     |     07:35     |     2:00      |       821 KM       |    2     
  21  |               Habibganj                |        HBJ         |     08:38     |     08:40     |     2:00      |       889 KM       |    2     
  22  |           Bhopal  Junction             |        BPL         |     09:05     |     09:10     |     5:00      |       895 KM       |    2     
  23  |                Vidisha                 |        BHS         |     09:47     |     09:49     |     2:00      |       948 KM       |    2     
  24  |              Ganj Basoda               |        BAQ         |     10:18     |     10:20     |     2:00      |       988 KM       |    2     
  25  |             Bina Junction              |        BINA        |     11:15     |     11:20     |     5:00      |      1034 KM       |    2     
  26  |                Dhaura                  |        DUA         |     11:56     |     11:58     |     2:00      |      1068 KM       |    2     
  27  |               Lalitpur                 |        LAR         |     12:19     |     12:21     |     2:00      |      1096 KM       |    2     
  28  |                Babina                  |        BAB         |     13:04     |     13:06     |     2:00      |      1161 KM       |    2     
  29  |            Jhansi Junction             |        JHS         |     13:42     |     13:52     |     10:00     |      1186 KM       |    2     
  30  |                 Datia                  |        DAA         |     14:12     |     14:14     |     2:00      |      1211 KM       |    2     
